,Reviews,Sentiment,Overall Sentiment
1719,25. A very nice and pretty restaurant with roof top space as well. The music and the view adds up the beauty to the place. One of the best places in guwahati to visit. Attached an image of the view! Heavenly beauty.,"{'neg': 0.0, 'neu': 0.142, 'pos': 0.858, 'compound': 0.9524}",Positive
1720,"26. I love this place for the food it serves... what yummy food.... non Vegetarian food lovers, this is the place to be.... New Zealand lamb chops, grilled salmon in lemon butter sauce, rogan josh, mutton biryani, egg curry, eggizza....!! Place is good to party also.","{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.8979}",Positive
1721,"27. Awesome pub!! Best place to party in Guwahati.... the drinks and food is awesome!! Must try for Vegetarianetarians- Vegetarianetarian Biryani, Dal makhani, TM paneer tikka masala.","{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.8519}",Positive
1722,"28. Terra Mayaa best resto lounge in guwahati. I love lebanese platter, malai broccoli, raw papaya salad. Place you must visit when in guwahati. 5 star to this wonderful place in guwahati.","{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.836}",Positive
1723,29. TM is like home to me. I come here for all my functions and enjoy the food thoroughly. Chef Dinesh makes great pastas and nasi goreng. A visit here is a must every week for me. Try the new cocktail menu.,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.6557}",Positive
1724,"30. Its place i visit wit my girls for some awsome food, music and some daaru. You must try super rich north india food with some Deka special cocktails. 5 star on FOOD & COCKTAILS.","{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.8807}",Positive
1725,31. If you have been here enough times they will understand what you need and things will be arranged & favourites will be ordered and kept ready for u on arrival.. That s the best feeling I get here. Thanks Guys.,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.7717}",Positive
1726,32. My favourite here is Dal Makhani & TM Chicken Tikka Masala. The staff are courteous and helping. A big cheer to Samujjal for his great efforts,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.8625}",Positive
1727,33. Serve the best cocktails in town made my veteran Deka & Dharmender.. The burgers here are awesome and goes well with some spiked shakes. Dimsum are a must try.,"{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.743}",Positive
1728,34. Been to TM many times. Good food & GOOD cocktails.. The place never disappoints. Something new everytime. Keep up. 5***** of course.. Morroccan Chicken a must try,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",Positive
1729,"35. Visited today with my family under pressure from my kids. I have nothing to say, but frankly speaking I don't enjoy such environment. Food is definitely tasty","{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",Positive
1730,36. Food was awesome; Try New Zealand Lamb Chops & Buckwheat Risotto. Its Yum.,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",Positive
1731,37. Terra Maaya has the best cocktails and mocktails.. And the most impressive thing is that they keep innovating their menu.. So every visit you get to try something new.. Service and ambience is also great,"{'neg': 0.0, 'neu': 0.301, 'pos': 0.699, 'compound': 0.9118}",Positive
1732,38. One of the best lounges in Guwahati !! The ambience is great.... Good place to chill with freinds & Family.... Awesome Food along with Good Music,"{'neg': 0.0, 'neu': 0.099, 'pos': 0.901, 'compound': 0.9595}",Positive
1733,39. One of the best places in guwahati...... awesome food awesome ambience... The outdoor seating is perfect for a lazy evening with great cocktails,"{'neg': 0.101, 'neu': 0.081, 'pos': 0.818, 'compound': 0.9623}",Positive
1734,40. Amazing restaurant. Centrally located. Staff is great and the whole vibe of the place is really appealing. Awesome food and cocktails. Must visit. Had a wonderful time. Definitely the best club cum lounge cum restaurant in Guwahati. Cheers.,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.9747}",Positive
1735,41. Excellent food and cocktails.. Must visit place in Guwahati for food lovers & party enthusiasts.. Have 3 different spaces catering to all age groups.,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",Positive
1736,"42. Awesome place. The food, ambience, music, service - Everything about TM is brilliant. Special mentions for - Tandoori Momos, Butter Chicken, Beijing Chicken, Monte Carlo (dessert), Papad Platter, Tandoori Chicken (with fire), Dal Makhani and all the cocktails (must try).","{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.891}",Positive
1737,"43. My favourite place in guwahati ! The best multicuisine restaurant , with the best of music and food . My weekend place to be ! the blue verandah being the favourite place to chill","{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.8555}",Positive
1738,"44. If you want soulful food, music n ambience, well this is the place to be, it keeps getting better every time you visit, A favourite amongst all favourites is what Terra Maya","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6486}",Positive
1739,"45. Terra Maya Lounge is one of most happening lounge bars in Guwahati. Being from Bangalore it's good to hear that the likes of DJ Ivan, Rohith Barker,etc visit here to enthral guests with their latest spins. Ambience is chic, options of fine dining, casual dining indoor and open air dining which has a breath taking view of the city is not to be missed. On weekdays music played is just apt. Techno and tribal house. We ordered our drinks and light food. Tandoori Dimsum was a commendable twist which was perfect, Nachos were also good. Butter garlic prawns Satay was yummmmm. Smoked Tomato Soup was delicious. Just the way it has to be. Great perfection by chef. Overall place is not to be missed to unwind whenever you are in Guwahati. Get Mayaaaaaa'd","{'neg': 0.052, 'neu': 0.447, 'pos': 0.501, 'compound': 0.9524}",Positive
1740,46. Do visit this uber cool place.You can completely bank on the music here.,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3804}",Positive
1741,"You should definitely try sushi , momos (my favourite) and ofcourse mouth watering Biryani. They serve the best of taste and quality","{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.7845}",Positive
1742,"47. A must visit place for chilling and partying in Guwahati. Awesome ambiance and delicious food. Good service, polite and friendly waiters. Highly recommended","{'neg': 0.046, 'neu': 0.169, 'pos': 0.785, 'compound': 0.9552}",Positive
1743,"48. The best place for food and to chill in Guwahati. There is no other place that gives you such elaborate menu, amazing food plus choice of three sections with completely different ambiance to sit, dine and chill","{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.8402}",Positive
1744,"49. Probably the best lounge in Guwahati ! And the food is awesome as well ....nice place to chill, drink, eat and of course weekend party is incomplete without terra mayaa.","{'neg': 0.0, 'neu': 0.132, 'pos': 0.868, 'compound': 0.9217}",Positive
1745,50. Really the best party place in guwahati. Always good to be here. Food is over the top all the time. Service is on point! Highly recommended :),"{'neg': 0.0, 'neu': 0.206, 'pos': 0.794, 'compound': 0.8898}",Positive
1746,"1. Service was prompt, loved the biryani every one must try for variety of food, great recommendations","{'neg': 0.0, 'neu': 0.2, 'pos': 0.8, 'compound': 0.8402}",Positive
1747,2. One of the best place to have biriyani. So damn tasty and great. A must visit.,"{'neg': 0.0, 'neu': 0.194, 'pos': 0.806, 'compound': 0.8519}",Positive
1748,"3. Paneer 65, Biryani and raita was very tasty","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1749,4. We ordered food from this place on Christmas day. Maybe owing to Christmas day there was lot of rush and it took them sometime to reach to us.,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.0258}",Neutral
1750,However the chicken biryani and the Vegetarian biryani we ordered were very good .,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",Positive
1751,"From the fragrance, to the quantities and taste served all were good.","{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",Positive
1752,Was very happy with the place and hope to come back to it again,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.765}",Positive
1753,5. One of Best Biryani places in town. Good. Quantity. Affordable. Fast delivery. Fair staff. Though ambience not the best and seating not very comfortable.,"{'neg': 0.0, 'neu': 0.181, 'pos': 0.819, 'compound': 0.9274}",Positive
1754,7. Treat yourself with a some good food. Biryani are never disappointing specially when it comes to Mast biryani. Mast biryani is a house of different types of biryani which makes everyone drool. Its small and compact restaurant with a wide range of delicious biryanis.,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.8492}",Positive
1755,Last time i visited mast and tasted their Shahi Murg Biryani worth Rs 220. The quality and taste of food was amazing compared to the price. Mast biryani have two outlets in the city one in zoo road and other one in beltola. So next time whenever you are craving for biryani do order it from Mast biryani for some finger licking foods.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
1756,8. Loved the place and Great ambience,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8402}",Positive
1757,"9. We ordered sahi murg, dum mast chicken biriyani and gaust biriyani which was the mutton variety. All three were very tasty. While sahi murg came with a very tasty gravy, dum mast had nicely cooked boneless chicken. Mutton and chicken pieces were adequate. The rice was cooked really well. Loved the experience.","{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.8852}",Positive
1758,10. The place is very nice and the food is also very very good.The online menu could however be improved as it is completely different from the menu they present at the restaurant with a few sections missing,"{'neg': 0.187, 'neu': 0.38, 'pos': 0.433, 'compound': 0.5}",Positive
1759,"11. While the biryani is good and highly recommended, the service has left a lot to be desired. I have been there and ordered directly from them many times. If only they could improve their service, they would definitely be deserving of 5 stars.","{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.8622}",Positive
1760,12. Their biryani is one word f the best in Guwahati. Love their Kolkata and Lucknowi mutton biryani. I have eaten there multiple times and ordered as well. My only gripe is with the staff. They are not at all trained at customer service and won't hesitate to say No without even thinking. Owners must take it upon themselves to train them up and make it truly worthy of 5 stars,"{'neg': 0.087, 'neu': 0.413, 'pos': 0.5, 'compound': 0.875}",Positive
1761,"13. I will divide this review into two parts. Firstly the food. It was excellent. We ordered one mast dum chicken biryani and one Kolkata chicken biryani. The Kolkata biryani was superb. It was delicious. The mast dum biryani was good too. Secondly the service. It was pathetic. First of all no one gave us the menu. We had to call them to get one. Secondly, no one came to take our order. We called one of the waiters and he nodded. But to our utter disappointment he didn't come. When we called him for the second time, he, instead of coming to us, called us all the way to the counter to give the order. I had never witnessed such ridiculous service until today.","{'neg': 0.101, 'neu': 0.548, 'pos': 0.351, 'compound': 0.8446}",Positive
1762,"Lastly, while paying the bill at the counter, we had to wait for around 2-3 minutes to get our change (not because he didn't have change but because he was busy doing something else). So the whole service thing completely ruined the excellent food and hence I have to give a single star.","{'neg': 0.195, 'neu': 0.576, 'pos': 0.229, 'compound': 0.1494}",Positive
